Instruction Name,Opcode,Instruction,64-bit validity,32-bit validity,CpuId Flags
VPMOVB2M,EVEX.128.F3.0F38.W0 29 /r,"VPMOVB2M k1, xmm1",V,V,AVX512VL|AVX512BW
VPMOVB2M,EVEX.256.F3.0F38.W0 29 /r,"VPMOVB2M k1, ymm1",V,V,AVX512VL|AVX512BW
VPMOVB2M,EVEX.512.F3.0F38.W0 29 /r,"VPMOVB2M k1, zmm1",V,V,AVX512BW
VPMOVW2M,EVEX.128.F3.0F38.W1 29 /r,"VPMOVW2M k1, xmm1",V,V,AVX512VL|AVX512BW
VPMOVW2M,EVEX.256.F3.0F38.W1 29 /r,"VPMOVW2M k1, ymm1",V,V,AVX512VL|AVX512BW
VPMOVW2M,EVEX.512.F3.0F38.W1 29 /r,"VPMOVW2M k1, zmm1",V,V,AVX512BW
VPMOVD2M,EVEX.128.F3.0F38.W0 39 /r,"VPMOVD2M k1, xmm1",V,V,AVX512VL|AVX512DQ
VPMOVD2M,EVEX.256.F3.0F38.W0 39 /r,"VPMOVD2M k1, ymm1",V,V,AVX512VL|AVX512DQ
VPMOVD2M,EVEX.512.F3.0F38.W0 39 /r,"VPMOVD2M k1, zmm1",V,V,AVX512DQ
VPMOVQ2M,EVEX.128.F3.0F38.W1 39 /r,"VPMOVQ2M k1, xmm1",V,V,AVX512VL|AVX512DQ
VPMOVQ2M,EVEX.256.F3.0F38.W1 39 /r,"VPMOVQ2M k1, ymm1",V,V,AVX512VL|AVX512DQ
VPMOVQ2M,EVEX.512.F3.0F38.W1 39 /r,"VPMOVQ2M k1, zmm1",V,V,AVX512DQ
VPMOVDB,EVEX.128.F3.0F38.W0 31 /r,"VPMOVDB xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVSDB,EVEX.128.F3.0F38.W0 21 /r,"VPMOVSDB xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVUSDB,EVEX.128.F3.0F38.W0 11 /r,"VPMOVUSDB xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVDB,EVEX.256.F3.0F38.W0 31 /r,"VPMOVDB xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVSDB,EVEX.256.F3.0F38.W0 21 /r,"VPMOVSDB xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVUSDB,EVEX.256.F3.0F38.W0 11 /r,"VPMOVUSDB xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVDB,EVEX.512.F3.0F38.W0 31 /r,"VPMOVDB xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVSDB,EVEX.512.F3.0F38.W0 21 /r,"VPMOVSDB xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVUSDB,EVEX.512.F3.0F38.W0 11 /r,"VPMOVUSDB xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVDW,EVEX.128.F3.0F38.W0 33 /r,"VPMOVDW xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVSDW,EVEX.128.F3.0F38.W0 23 /r,"VPMOVSDW xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVUSDW,EVEX.128.F3.0F38.W0 13 /r,"VPMOVUSDW xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVDW,EVEX.256.F3.0F38.W0 33 /r,"VPMOVDW xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVSDW,EVEX.256.F3.0F38.W0 23 /r,"VPMOVSDW xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVUSDW,EVEX.256.F3.0F38.W0 13 /r,"VPMOVUSDW xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVDW,EVEX.512.F3.0F38.W0 33 /r,"VPMOVDW ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVSDW,EVEX.512.F3.0F38.W0 23 /r,"VPMOVSDW ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVUSDW,EVEX.512.F3.0F38.W0 13 /r,"VPMOVUSDW ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVM2B,EVEX.128.F3.0F38.W0 28 /r,"VPMOVM2B xmm1, k1",V,V,AVX512VL|AVX512BW
VPMOVM2B,EVEX.256.F3.0F38.W0 28 /r,"VPMOVM2B ymm1, k1",V,V,AVX512VL|AVX512BW
VPMOVM2B,EVEX.512.F3.0F38.W0 28 /r,"VPMOVM2B zmm1, k1",V,V,AVX512BW
VPMOVM2W,EVEX.128.F3.0F38.W1 28 /r,"VPMOVM2W xmm1, k1",V,V,AVX512VL|AVX512BW
VPMOVM2W,EVEX.256.F3.0F38.W1 28 /r,"VPMOVM2W ymm1, k1",V,V,AVX512VL|AVX512BW
VPMOVM2W,EVEX.512.F3.0F38.W1 28 /r,"VPMOVM2W zmm1, k1",V,V,AVX512BW
VPMOVM2D,EVEX.128.F3.0F38.W0 38 /r,"VPMOVM2D xmm1, k1",V,V,AVX512VL|AVX512DQ
VPMOVM2D,EVEX.256.F3.0F38.W0 38 /r,"VPMOVM2D ymm1, k1",V,V,AVX512VL|AVX512DQ
VPMOVM2D,EVEX.512.F3.0F38.W0 38 /r,"VPMOVM2D zmm1, k1",V,V,AVX512DQ
VPMOVM2Q,EVEX.128.F3.0F38.W1 38 /r,"VPMOVM2Q xmm1, k1",V,V,AVX512VL|AVX512DQ
VPMOVM2Q,EVEX.256.F3.0F38.W1 38 /r,"VPMOVM2Q ymm1, k1",V,V,AVX512VL|AVX512DQ
VPMOVM2Q,EVEX.512.F3.0F38.W1 38 /r,"VPMOVM2Q zmm1, k1",V,V,AVX512DQ
VPMOVQB,EVEX.128.F3.0F38.W0 32 /r,"VPMOVQB xmm1/m16 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVSQB,EVEX.128.F3.0F38.W0 22 /r,"VPMOVSQB xmm1/m16 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVUSQB,EVEX.128.F3.0F38.W0 12 /r,"VPMOVUSQB xmm1/m16 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVQB,EVEX.256.F3.0F38.W0 32 /r,"VPMOVQB xmm1/m32 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVSQB,EVEX.256.F3.0F38.W0 22 /r,"VPMOVSQB xmm1/m32 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVUSQB,EVEX.256.F3.0F38.W0 12 /r,"VPMOVUSQB xmm1/m32 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVQB,EVEX.512.F3.0F38.W0 32 /r,"VPMOVQB xmm1/m64 {k1}{z}, zmm2",V,V,AVX512F
VPMOVSQB,EVEX.512.F3.0F38.W0 22 /r,"VPMOVSQB xmm1/m64 {k1}{z}, zmm2",V,V,AVX512F
VPMOVUSQB,EVEX.512.F3.0F38.W0 12 /r,"VPMOVUSQB xmm1/m64 {k1}{z}, zmm2",V,V,AVX512F
VPMOVQD,EVEX.128.F3.0F38.W0 35 /r,"VPMOVQD xmm1/m128 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVSQD,EVEX.128.F3.0F38.W0 25 /r,"VPMOVSQD xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVUSQD,EVEX.128.F3.0F38.W0 15 /r,"VPMOVUSQD xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVQD,EVEX.256.F3.0F38.W0 35 /r,"VPMOVQD xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVSQD,EVEX.256.F3.0F38.W0 25 /r,"VPMOVSQD xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVUSQD,EVEX.256.F3.0F38.W0 15 /r,"VPMOVUSQD xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVQD,EVEX.512.F3.0F38.W0 35 /r,"VPMOVQD ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVSQD,EVEX.512.F3.0F38.W0 25 /r,"VPMOVSQD ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVUSQD,EVEX.512.F3.0F38.W0 15 /r,"VPMOVUSQD ymm1/m256 {k1}{z}, zmm2",V,V,AVX512F
VPMOVQW,EVEX.128.F3.0F38.W0 34 /r,"VPMOVQW xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVSQW,EVEX.128.F3.0F38.W0 24 /r,"VPMOVSQW xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVUSQW,EVEX.128.F3.0F38.W0 14 /r,"VPMOVUSQW xmm1/m32 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPMOVQW,EVEX.256.F3.0F38.W0 34 /r,"VPMOVQW xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVSQW,EVEX.256.F3.0F38.W0 24 /r,"VPMOVSQW xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVUSQW,EVEX.256.F3.0F38.W0 14 /r,"VPMOVUSQW xmm1/m64 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPMOVQW,EVEX.512.F3.0F38.W0 34 /r,"VPMOVQW xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVSQW,EVEX.512.F3.0F38.W0 24 /r,"VPMOVSQW xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVUSQW,EVEX.512.F3.0F38.W0 14 /r,"VPMOVUSQW xmm1/m128 {k1}{z}, zmm2",V,V,AVX512F
VPMOVWB,EVEX.128.F3.0F38.W0 30 /r,"VPMOVWB xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512BW
VPMOVSWB,EVEX.128.F3.0F38.W0 20 /r,"VPMOVSWB xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512BW
VPMOVUSWB,EVEX.128.F3.0F38.W0 10 /r,"VPMOVUSWB xmm1/m64 {k1}{z}, xmm2",V,V,AVX512VL|AVX512BW
VPMOVWB,EVEX.256.F3.0F38.W0 30 /r,"VPMOVWB xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512BW
VPMOVSWB,EVEX.256.F3.0F38.W0 20 /r,"VPMOVSWB xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512BW
VPMOVUSWB,EVEX.256.F3.0F38.W0 10 /r,"VPMOVUSWB xmm1/m128 {k1}{z}, ymm2",V,V,AVX512VL|AVX512BW
VPMOVWB,EVEX.512.F3.0F38.W0 30 /r,"VPMOVWB ymm1/m256 {k1}{z}, zmm2",V,V,AVX512BW
VPMOVSWB,EVEX.512.F3.0F38.W0 20 /r,"VPMOVSWB ymm1/m256 {k1}{z}, zmm2",V,V,AVX512BW
VPMOVUSWB,EVEX.512.F3.0F38.W0 10 /r,"VPMOVUSWB ymm1/m256 {k1}{z}, zmm2",V,V,AVX512BW
VPMULTISHIFTQB,EVEX.128.66.0F38.W1 83 /r,"VPMULTISHIFTQB xmm1 {k1}{z}, xmm2,xmm3/m128/m64bcst",V,V,AVX512_VBMI|AVX512VL
VPMULTISHIFTQB,EVEX.256.66.0F38.W1 83 /r,"VPMULTISHIFTQB ymm1 {k1}{z}, ymm2,ymm3/m256/m64bcst",V,V,AVX512_VBMI|AVX512VL
VPMULTISHIFTQB,EVEX.512.66.0F38.W1 83 /r,"VPMULTISHIFTQB zmm1 {k1}{z}, zmm2,zmm3/m512/m64bcst",V,V,AVX512_VBMI
VPROLVD,EVEX.128.66.0F38.W0 15 /r,"VPROLVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPROLD,EVEX.128.66.0F.W0 72 /1 /ib,"VPROLD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPROLVQ,EVEX.128.66.0F38.W1 15 /r,"VPROLVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPROLQ,EVEX.128.66.0F.W1 72 /1 /ib,"VPROLQ xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPROLVD,EVEX.256.66.0F38.W0 15 /r,"VPROLVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPROLD,EVEX.256.66.0F.W0 72 /1 /ib,"VPROLD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPROLVQ,EVEX.256.66.0F38.W1 15 /r,"VPROLVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPROLQ,EVEX.256.66.0F.W1 72 /1 /ib,"VPROLQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPROLVD,EVEX.512.66.0F38.W0 15 /r,"VPROLVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPROLD,EVEX.512.66.0F.W0 72 /1 /ib,"VPROLD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8",V,V,AVX512F
VPROLVQ,EVEX.512.66.0F38.W1 15 /r,"VPROLVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPROLQ,EVEX.512.66.0F.W1 72 /1 /ib,"VPROLQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8",V,V,AVX512F
VPRORVD,EVEX.128.66.0F38.W0 14 /r,"VPRORVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPRORD,EVEX.128.66.0F.W0 72 /0 /ib,"VPRORD xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPRORVQ,EVEX.128.66.0F38.W1 14 /r,"VPRORVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPRORQ,EVEX.128.66.0F.W1 72 /0 /ib,"VPRORQ xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPRORVD,EVEX.256.66.0F38.W0 14 /r,"VPRORVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPRORD,EVEX.256.66.0F.W0 72 /0 /ib,"VPRORD ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPRORVQ,EVEX.256.66.0F38.W1 14 /r,"VPRORVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPRORQ,EVEX.256.66.0F.W1 72 /0 /ib,"VPRORQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPRORVD,EVEX.512.66.0F38.W0 14 /r,"VPRORVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPRORD,EVEX.512.66.0F.W0 72 /0 /ib,"VPRORD zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8",V,V,AVX512F
VPRORVQ,EVEX.512.66.0F38.W1 14 /r,"VPRORVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPRORQ,EVEX.512.66.0F.W1 72 /0 /ib,"VPRORQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8",V,V,AVX512F
VPSCATTERDD,EVEX.128.66.0F38.W0 A0 /vsib,"VPSCATTERDD vm32x {k1}, xmm1",V,V,AVX512VL|AVX512F
VPSCATTERDD,EVEX.256.66.0F38.W0 A0 /vsib,"VPSCATTERDD vm32y {k1}, ymm1",V,V,AVX512VL|AVX512F
VPSCATTERDD,EVEX.512.66.0F38.W0 A0 /vsib,"VPSCATTERDD vm32z {k1}, zmm1",V,V,AVX512F
VPSCATTERDQ,EVEX.128.66.0F38.W1 A0 /vsib,"VPSCATTERDQ vm32x {k1}, xmm1",V,V,AVX512VL|AVX512F
VPSCATTERDQ,EVEX.256.66.0F38.W1 A0 /vsib,"VPSCATTERDQ vm32x {k1}, ymm1",V,V,AVX512VL|AVX512F
VPSCATTERDQ,EVEX.512.66.0F38.W1 A0 /vsib,"VPSCATTERDQ vm32y {k1}, zmm1",V,V,AVX512F
VPSCATTERQD,EVEX.128.66.0F38.W0 A1 /vsib,"VPSCATTERQD vm64x {k1}, xmm1",V,V,AVX512VL|AVX512F
VPSCATTERQD,EVEX.256.66.0F38.W0 A1 /vsib,"VPSCATTERQD vm64y {k1}, xmm1",V,V,AVX512VL|AVX512F
VPSCATTERQD,EVEX.512.66.0F38.W0 A1 /vsib,"VPSCATTERQD vm64z {k1}, ymm1",V,V,AVX512F
VPSCATTERQQ,EVEX.128.66.0F38.W1 A1 /vsib,"VPSCATTERQQ vm64x {k1}, xmm1",V,V,AVX512VL|AVX512F
VPSCATTERQQ,EVEX.256.66.0F38.W1 A1 /vsib,"VPSCATTERQQ vm64y {k1}, ymm1",V,V,AVX512VL|AVX512F
VPSCATTERQQ,EVEX.512.66.0F38.W1 A1 /vsib,"VPSCATTERQQ vm64z {k1}, zmm1",V,V,AVX512F
VPSLLVD,VEX.128.66.0F38.W0 47 /r,"VPSLLVD xmm1, xmm2, xmm3/m128",V,V,AVX2
VPSLLVQ,VEX.128.66.0F38.W1 47 /r,"VPSLLVQ xmm1, xmm2, xmm3/m128",V,V,AVX2
VPSLLVD,VEX.256.66.0F38.W0 47 /r,"VPSLLVD ymm1, ymm2, ymm3/m256",V,V,AVX2
VPSLLVQ,VEX.256.66.0F38.W1 47 /r,"VPSLLVQ ymm1, ymm2, ymm3/m256",V,V,AVX2
VPSLLVW,EVEX.128.66.0F38.W1 12 /r,"VPSLLVW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPSLLVW,EVEX.256.66.0F38.W1 12 /r,"VPSLLVW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPSLLVW,EVEX.512.66.0F38.W1 12 /r,"VPSLLVW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPSLLVD,EVEX.128.66.0F38.W0 47 /r,"VPSLLVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPSLLVD,EVEX.256.66.0F38.W0 47 /r,"VPSLLVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPSLLVD,EVEX.512.66.0F38.W0 47 /r,"VPSLLVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPSLLVQ,EVEX.128.66.0F38.W1 47 /r,"VPSLLVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPSLLVQ,EVEX.256.66.0F38.W1 47 /r,"VPSLLVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPSLLVQ,EVEX.512.66.0F38.W1 47 /r,"VPSLLVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPSRAVD,VEX.128.66.0F38.W0 46 /r,"VPSRAVD xmm1, xmm2, xmm3/m128",V,V,AVX2
VPSRAVD,VEX.256.66.0F38.W0 46 /r,"VPSRAVD ymm1, ymm2, ymm3/m256",V,V,AVX2
VPSRAVW,EVEX.128.66.0F38.W1 11 /r,"VPSRAVW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPSRAVW,EVEX.256.66.0F38.W1 11 /r,"VPSRAVW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPSRAVW,EVEX.512.66.0F38.W1 11 /r,"VPSRAVW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPSRAVD,EVEX.128.66.0F38.W0 46 /r,"VPSRAVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPSRAVD,EVEX.256.66.0F38.W0 46 /r,"VPSRAVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPSRAVD,EVEX.512.66.0F38.W0 46 /r,"VPSRAVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPSRAVQ,EVEX.128.66.0F38.W1 46 /r,"VPSRAVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPSRAVQ,EVEX.256.66.0F38.W1 46 /r,"VPSRAVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPSRAVQ,EVEX.512.66.0F38.W1 46 /r,"VPSRAVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPSRLVD,VEX.128.66.0F38.W0 45 /r,"VPSRLVD xmm1, xmm2, xmm3/m128",V,V,AVX2
VPSRLVQ,VEX.128.66.0F38.W1 45 /r,"VPSRLVQ xmm1, xmm2, xmm3/m128",V,V,AVX2
VPSRLVD,VEX.256.66.0F38.W0 45 /r,"VPSRLVD ymm1, ymm2, ymm3/m256",V,V,AVX2
VPSRLVQ,VEX.256.66.0F38.W1 45 /r,"VPSRLVQ ymm1, ymm2, ymm3/m256",V,V,AVX2
VPSRLVW,EVEX.128.66.0F38.W1 10 /r,"VPSRLVW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPSRLVW,EVEX.256.66.0F38.W1 10 /r,"VPSRLVW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPSRLVW,EVEX.512.66.0F38.W1 10 /r,"VPSRLVW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPSRLVD,EVEX.128.66.0F38.W0 45 /r,"VPSRLVD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPSRLVD,EVEX.256.66.0F38.W0 45 /r,"VPSRLVD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPSRLVD,EVEX.512.66.0F38.W0 45 /r,"VPSRLVD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPSRLVQ,EVEX.128.66.0F38.W1 45 /r,"VPSRLVQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPSRLVQ,EVEX.256.66.0F38.W1 45 /r,"VPSRLVQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPSRLVQ,EVEX.512.66.0F38.W1 45 /r,"VPSRLVQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPTERNLOGD,EVEX.128.66.0F3A.W0 25 /r /ib,"VPTERNLOGD xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPTERNLOGD,EVEX.256.66.0F3A.W0 25 /r /ib,"VPTERNLOGD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPTERNLOGD,EVEX.512.66.0F3A.W0 25 /r /ib,"VPTERNLOGD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst, imm8",V,V,AVX512F
VPTERNLOGQ,EVEX.128.66.0F3A.W1 25 /r /ib,"VPTERNLOGQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPTERNLOGQ,EVEX.256.66.0F3A.W1 25 /r /ib,"VPTERNLOGQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPTERNLOGQ,EVEX.512.66.0F3A.W1 25 /r /ib,"VPTERNLOGQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst, imm8",V,V,AVX512F
VPTESTMB,EVEX.128.66.0F38.W0 26 /r,"VPTESTMB k2 {k1}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPTESTMB,EVEX.256.66.0F38.W0 26 /r,"VPTESTMB k2 {k1}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPTESTMB,EVEX.512.66.0F38.W0 26 /r,"VPTESTMB k2 {k1}, zmm2, zmm3/m512",V,V,AVX512BW
VPTESTMW,EVEX.128.66.0F38.W1 26 /r,"VPTESTMW k2 {k1}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPTESTMW,EVEX.256.66.0F38.W1 26 /r,"VPTESTMW k2 {k1}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPTESTMW,EVEX.512.66.0F38.W1 26 /r,"VPTESTMW k2 {k1}, zmm2, zmm3/m512",V,V,AVX512BW
VPTESTMD,EVEX.128.66.0F38.W0 27 /r,"VPTESTMD k2 {k1}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPTESTMD,EVEX.256.66.0F38.W0 27 /r,"VPTESTMD k2 {k1}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPTESTMD,EVEX.512.66.0F38.W0 27 /r,"VPTESTMD k2 {k1}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPTESTMQ,EVEX.128.66.0F38.W1 27 /r,"VPTESTMQ k2 {k1}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPTESTMQ,EVEX.256.66.0F38.W1 27 /r,"VPTESTMQ k2 {k1}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPTESTMQ,EVEX.512.66.0F38.W1 27 /r,"VPTESTMQ k2 {k1}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPTESTNMB,EVEX.128.F3.0F38.W0 26 /r,"VPTESTNMB k2 {k1 , xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPTESTNMB,EVEX.256.F3.0F38.W0 26 /r,"VPTESTNMB k2 {k1 , ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPTESTNMB,EVEX.512.F3.0F38.W0 26 /r,"VPTESTNMB k2 {k1 , zmm2, zmm3/m512",V,V,AVX512F|AVX512BW
VPTESTNMW,EVEX.128.F3.0F38.W1 26 /r,"VPTESTNMW k2 {k1 , xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPTESTNMW,EVEX.256.F3.0F38.W1 26 /r,"VPTESTNMW k2 {k1 , ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPTESTNMW,EVEX.512.F3.0F38.W1 26 /r,"VPTESTNMW k2 {k1 , zmm2, zmm3/m512",V,V,AVX512F|AVX512BW
VPTESTNMD,EVEX.128.F3.0F38.W0 27 /r,"VPTESTNMD k2 {k1}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPTESTNMD,EVEX.256.F3.0F38.W0 27 /r,"VPTESTNMD k2 {k1}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPTESTNMD,EVEX.512.F3.0F38.W0 27 /r,"VPTESTNMD k2 {k1}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
